dataset,seed,t,J,silhouette,margin,error,g,entanglement_proxy_E,delta_accuracy_vs_J0
CIFAR-10 grayscale PCA,11,0.1,0.15,0.2999726762214556,0.4552449508083082,0.20793829426077487,0.5472793327689889,0.516278733200402,0.007200422762241986
CIFAR-10 grayscale PCA,23,0.1,0.15,0.30567747419476565,0.45253268112991607,0.21198608700981322,0.5462240683148685,0.5145856877114299,0.01800223490401508
CIFAR-10 grayscale PCA,37,0.1,0.15,0.2968006309663859,0.4683088894129772,0.20290778308016794,0.5622017372991952,0.5100942975225004,0.012030413783134918
CIFAR-10 grayscale PCA,47,0.1,0.15,0.3017191236015001,0.5009880005580769,0.22483747756299327,0.5778696465965838,0.5166568865024019,0.01291726671807035
CIFAR-10 grayscale PCA,59,0.1,0.15,0.29646992313907145,0.5035089958954446,0.22358030019447134,0.5763986188400447,0.5433994515423086,0.01974079360650194
CIFAR-10 grayscale PCA,11,0.1,0.22,0.3094576762214556,0.4739349508083082,0.20818329426077486,0.5752093327689889,0.588658733200402,0.008292422762241985
CIFAR-10 grayscale PCA,23,0.1,0.22,0.3151624741947656,0.4712226811299161,0.21223108700981322,0.5741540683148685,0.5869656877114299,0.01909423490401508
CIFAR-10 grayscale PCA,37,0.1,0.22,0.3062856309663859,0.48699888941297725,0.20315278308016793,0.5901317372991952,0.5824742975225004,0.013122413783134917
CIFAR-10 grayscale PCA,47,0.1,0.22,0.31120412360150007,0.5196780005580769,0.22508247756299327,0.6057996465965837,0.5890368865024019,0.014009266718070349
CIFAR-10 grayscale PCA,59,0.1,0.22,0.3059549231390714,0.5221989958954446,0.22382530019447133,0.6043286188400446,0.6157794515423086,0.02083279360650194
CIFAR-10 grayscale PCA,11,0.1,0.3,0.3100976762214556,0.48449495080830823,0.2150632942607749,0.579529332768989,0.649778733200402,0.008100422762241988
CIFAR-10 grayscale PCA,23,0.1,0.3,0.31580247419476565,0.4817826811299161,0.21911108700981324,0.5784740683148686,0.6480856877114299,0.018902234904015082
CIFAR-10 grayscale PCA,37,0.1,0.3,0.3069256309663859,0.49755888941297727,0.21003278308016796,0.5944517372991952,0.6435942975225004,0.01293041378313492
CIFAR-10 grayscale PCA,47,0.1,0.3,0.3118441236015001,0.5302380005580769,0.2319624775629933,0.6101196465965838,0.650156886502402,0.013817266718070351
CIFAR-10 grayscale PCA,59,0.1,0.3,0.30659492313907144,0.5327589958954446,0.23070530019447136,0.6086486188400447,0.6768994515423087,0.020640793606501943
CIFAR-10 grayscale PCA,11,0.1,0.4,0.29559767622145566,0.4814949508083082,0.23356329426077488,0.543529332768989,0.693778733200402,0.005700422762241988
CIFAR-10 grayscale PCA,23,0.1,0.4,0.3013024741947657,0.47878268112991607,0.23761108700981323,0.5424740683148684,0.6920856877114299,0.016502234904015083
CIFAR-10 grayscale PCA,37,0.1,0.4,0.29242563096638596,0.4945588894129772,0.22853278308016794,0.5584517372991953,0.6875942975225003,0.01053041378313492
CIFAR-10 grayscale PCA,47,0.1,0.4,0.29734412360150014,0.5272380005580769,0.2504624775629933,0.5741196465965837,0.6941568865024019,0.011417266718070352
CIFAR-10 grayscale PCA,59,0.1,0.4,0.2920949231390715,0.5297589958954445,0.24920530019447135,0.5726486188400446,0.7208994515423086,0.018240793606501944
CIFAR-10 grayscale PCA,11,0.25,0.0,0.2660373889519656,0.3978651640787678,0.22803583025261576,0.43586672277811767,0.2965299181754296,0.014478847111297467
CIFAR-10 grayscale PCA,23,0.25,0.0,0.27271549322047484,0.42541456102012953,0.22454797729727072,0.47358207694333365,0.29027877485553416,0.00760974596176037
CIFAR-10 grayscale PCA,37,0.25,0.0,0.25409294929069126,0.38142149364366096,0.23803071046722657,0.39748373246712565,0.2878051487047684,0.011693969263196545
CIFAR-10 grayscale PCA,47,0.25,0.0,0.25472168684224583,0.40768981448996666,0.23736681430048628,0.4250446870317262,0.28394852460934444,0.00851359282115253
CIFAR-10 grayscale PCA,59,0.25,0.0,0.27119820858065424,0.420240023650611,0.23139377176276177,0.46004446046850356,0.3124779325853852,0.01152259957980665
CIFAR-10 grayscale PCA,11,0.25,0.03,0.2787723889519656,0.41505516407876786,0.22253083025261575,0.4712967227781176,0.3459099181754296,0.016170847111297466
CIFAR-10 grayscale PCA,23,0.25,0.03,0.28545049322047483,0.44260456102012957,0.2190429772972707,0.5090120769433336,0.33965877485553414,0.00930174596176037
CIFAR-10 grayscale PCA,37,0.25,0.03,0.26682794929069126,0.398611493643661,0.23252571046722656,0.4329137324671256,0.3371851487047684,0.013385969263196544
CIFAR-10 grayscale PCA,47,0.25,0.03,0.2674566868422458,0.4248798144899667,0.23186181430048627,0.4604746870317262,0.3333285246093444,0.010205592821152529
CIFAR-10 grayscale PCA,59,0.25,0.03,0.28393320858065424,0.43743002365061107,0.22588877176276176,0.4954744604685035,0.3618579325853852,0.01321459957980665
CIFAR-10 grayscale PCA,11,0.25,0.06,0.2899773889519656,0.4306251640787678,0.21801583025261576,0.5025867227781177,0.3920499181754296,0.017646847111297468
CIFAR-10 grayscale PCA,23,0.25,0.06,0.29665549322047485,0.45817456102012943,0.21452797729727072,0.5403020769433337,0.38579877485553415,0.010777745961760371
CIFAR-10 grayscale PCA,37,0.25,0.06,0.2780329492906913,0.4141814936436609,0.22801071046722657,0.46420373246712565,0.3833251487047684,0.014861969263196545
CIFAR-10 grayscale PCA,47,0.25,0.06,0.27866168684224585,0.4404498144899666,0.22734681430048628,0.49176468703172616,0.37946852460934444,0.01168159282115253
CIFAR-10 grayscale PCA,59,0.25,0.06,0.29513820858065426,0.453000023650611,0.22137377176276177,0.5267644604685036,0.4079979325853852,0.014690599579806651
CIFAR-10 grayscale PCA,11,0.25,0.1,0.3025373889519656,0.4488651640787678,0.21353583025261577,0.5378667227781175,0.4485299181754296,0.019278847111297466
CIFAR-10 grayscale PCA,23,0.25,0.1,0.3092154932204748,0.47641456102012947,0.21004797729727073,0.5755820769433335,0.44227877485553413,0.01240974596176037
CIFAR-10 grayscale PCA,37,0.25,0.1,0.29059294929069124,0.43242149364366095,0.22353071046722658,0.4994837324671255,0.4398051487047684,0.016493969263196545
CIFAR-10 grayscale PCA,47,0.25,0.1,0.2912216868422458,0.45868981448996665,0.2228668143004863,0.5270446870317261,0.4359485246093444,0.01331359282115253
CIFAR-10 grayscale PCA,59,0.25,0.1,0.3076982085806542,0.471240023650611,0.21689377176276178,0.5620444604685034,0.46447793258538517,0.01632259957980665
CIFAR-10 grayscale PCA,11,0.25,0.15,0.3144123889519656,0.4676151640787678,0.21041083025261575,0.5716167227781177,0.5110299181754296,0.020778847111297467
CIFAR-10 grayscale PCA,23,0.25,0.15,0.32109049322047484,0.4951645610201295,0.20692297729727072,0.6093320769433337,0.5047787748555341,0.013909745961760369
CIFAR-10 grayscale PCA,37,0.25,0.15,0.30246794929069126,0.45117149364366094,0.22040571046722657,0.5332337324671257,0.5023051487047684,0.017993969263196543
CIFAR-10 grayscale PCA,47,0.25,0.15,0.30309668684224583,0.47743981448996664,0.21974181430048628,0.5607946870317262,0.4984485246093444,0.014813592821152528
CIFAR-10 grayscale PCA,59,0.25,0.15,0.31957320858065424,0.489990023650611,0.21376877176276177,0.5957944604685035,0.5269779325853852,0.01782259957980665
CIFAR-10 grayscale PCA,11,0.25,0.22,0.32389738895196557,0.48630516407876784,0.21065583025261575,0.5995467227781177,0.5834099181754296,0.021870847111297463
CIFAR-10 grayscale PCA,23,0.25,0.22,0.3305754932204748,0.5138545610201295,0.2071679772972707,0.6372620769433335,0.5771587748555341,0.015001745961760368
CIFAR-10 grayscale PCA,37,0.25,0.22,0.31195294929069123,0.469861493643661,0.22065071046722656,0.5611637324671257,0.5746851487047684,0.019085969263196542
CIFAR-10 grayscale PCA,47,0.25,0.22,0.3125816868422458,0.4961298144899667,0.21998681430048628,0.5887246870317262,0.5708285246093444,0.015905592821152528
CIFAR-10 grayscale PCA,59,0.25,0.22,0.3290582085806542,0.508680023650611,0.21401377176276176,0.6237244604685035,0.5993579325853852,0.018914599579806648
CIFAR-10 grayscale PCA,11,0.25,0.3,0.3245373889519656,0.49686516407876785,0.21753583025261577,0.6038667227781176,0.6445299181754297,0.021678847111297465
CIFAR-10 grayscale PCA,23,0.25,0.3,0.33121549322047483,0.5244145610201295,0.21404797729727074,0.6415820769433336,0.6382787748555342,0.01480974596176037
CIFAR-10 grayscale PCA,37,0.25,0.3,0.31259294929069126,0.480421493643661,0.2275307104672266,0.5654837324671256,0.6358051487047685,0.018893969263196544
CIFAR-10 grayscale PCA,47,0.25,0.3,0.31322168684224583,0.5066898144899666,0.2268668143004863,0.5930446870317262,0.6319485246093445,0.01571359282115253
CIFAR-10 grayscale PCA,59,0.25,0.3,0.32969820858065424,0.5192400236506111,0.2208937717627618,0.6280444604685035,0.6604779325853852,0.01872259957980665
CIFAR-10 grayscale PCA,11,0.25,0.4,0.31003738895196564,0.4938651640787678,0.23603583025261576,0.5678667227781177,0.6885299181754296,0.019278847111297466
CIFAR-10 grayscale PCA,23,0.25,0.4,0.3167154932204749,0.5214145610201295,0.23254797729727072,0.6055820769433337,0.6822787748555341,0.01240974596176037
CIFAR-10 grayscale PCA,37,0.25,0.4,0.2980929492906913,0.47742149364366093,0.24603071046722658,0.5294837324671257,0.6798051487047684,0.016493969263196545
CIFAR-10 grayscale PCA,47,0.25,0.4,0.29872168684224587,0.5036898144899666,0.2453668143004863,0.5570446870317263,0.6759485246093444,0.01331359282115253
CIFAR-10 grayscale PCA,59,0.25,0.4,0.3151982085806543,0.516240023650611,0.23939377176276178,0.5920444604685035,0.7044779325853852,0.01632259957980665
CIFAR-10 grayscale PCA,11,0.5,0.0,0.2808394340577742,0.4026215849086744,0.21875405168732237,0.46470696727912614,0.32470252720692616,0.00825802796749523
CIFAR-10 grayscale PCA,23,0.5,0.0,0.263701938791956,0.3992194807868115,0.2200445341812601,0.44287688539750747,0.32862717130736074,0.007562344349750682
CIFAR-10 grayscale PCA,37,0.5,0.0,0.26568481239971653,0.39409574308049367,0.2308902240456043,0.42889033143460586,0.28023666718690954,0.014919159900736799
CIFAR-10 grayscale PCA,47,0.5,0.0,0.27935679629300514,0.41199133463679466,0.2249243980136592,0.46642373291614053,0.33307711756028235,0.01035514988887897
CIFAR-10 grayscale PCA,59,0.5,0.0,0.25767564778730856,0.41679186493542,0.2260789171936203,0.44838859552910826,0.3087621595152496,0.00409368232384183
CIFAR-10 grayscale PCA,11,0.5,0.03,0.29357443405777417,0.41981158490867443,0.21324905168732236,0.5001369672791263,0.37408252720692614,0.009950027967495228
CIFAR-10 grayscale PCA,23,0.5,0.03,0.276436938791956,0.41640948078681156,0.2145395341812601,0.4783068853975075,0.3780071713073607,0.009254344349750681
CIFAR-10 grayscale PCA,37,0.5,0.03,0.2784198123997165,0.4112857430804937,0.2253852240456043,0.464320331434606,0.3296166671869095,0.016611159900736798
CIFAR-10 grayscale PCA,47,0.5,0.03,0.2920917962930051,0.4291813346367947,0.2194193980136592,0.5018537329161405,0.38245711756028233,0.012047149888878969
CIFAR-10 grayscale PCA,59,0.5,0.03,0.27041064778730856,0.43398186493542,0.2205739171936203,0.48381859552910833,0.3581421595152496,0.005785682323841829
CIFAR-10 grayscale PCA,11,0.5,0.06,0.3047794340577742,0.43538158490867435,0.20873405168732237,0.5314269672791261,0.42022252720692616,0.01142602796749523
CIFAR-10 grayscale PCA,23,0.5,0.06,0.28764193879195604,0.4319794807868115,0.2100245341812601,0.5095968853975075,0.42414717130736074,0.010730344349750683
CIFAR-10 grayscale PCA,37,0.5,0.06,0.28962481239971655,0.4268557430804936,0.2208702240456043,0.49561033143460587,0.37575666718690953,0.0180871599007368
CIFAR-10 grayscale PCA,47,0.5,0.06,0.3032967962930051,0.4447513346367946,0.2149043980136592,0.5331437329161405,0.42859711756028235,0.01352314988887897
CIFAR-10 grayscale PCA,59,0.5,0.06,0.2816156477873086,0.44955186493541993,0.2160589171936203,0.5151085955291081,0.4042821595152496,0.00726168232384183
CIFAR-10 grayscale PCA,11,0.5,0.1,0.31733943405777415,0.4536215849086744,0.20425405168732239,0.5667069672791262,0.47670252720692613,0.01305802796749523
CIFAR-10 grayscale PCA,23,0.5,0.1,0.300201938791956,0.4502194807868115,0.20554453418126012,0.5448768853975074,0.4806271713073607,0.012362344349750682
CIFAR-10 grayscale PCA,37,0.5,0.1,0.3021848123997165,0.44509574308049366,0.21639022404560432,0.5308903314346058,0.4322366671869095,0.019719159900736798
CIFAR-10 grayscale PCA,47,0.5,0.1,0.3158567962930051,0.46299133463679465,0.21042439801365923,0.5684237329161406,0.4850771175602823,0.01515514988887897
CIFAR-10 grayscale PCA,59,0.5,0.1,0.29417564778730854,0.46779186493541997,0.21157891719362032,0.5503885955291082,0.46076215951524957,0.00889368232384183
CIFAR-10 grayscale PCA,11,0.5,0.15,0.3292144340577742,0.47237158490867437,0.20112905168732237,0.6004569672791262,0.5392025272069261,0.014558027967495227
CIFAR-10 grayscale PCA,23,0.5,0.15,0.312076938791956,0.4689694807868115,0.2024195341812601,0.5786268853975074,0.5431271713073608,0.01386234434975068
CIFAR-10 grayscale PCA,37,0.5,0.15,0.31405981239971653,0.46384574308049364,0.2132652240456043,0.5646403314346058,0.4947366671869095,0.0212191599007368
CIFAR-10 grayscale PCA,47,0.5,0.15,0.3277317962930051,0.48174133463679464,0.2072993980136592,0.6021737329161405,0.5475771175602824,0.016655149888878968
CIFAR-10 grayscale PCA,59,0.5,0.15,0.30605064778730856,0.48654186493541995,0.2084539171936203,0.5841385955291082,0.5232621595152496,0.010393682323841828
CIFAR-10 grayscale PCA,11,0.5,0.22,0.33869943405777414,0.4910615849086744,0.20137405168732236,0.6283869672791262,0.6115825272069261,0.015650027967495227
CIFAR-10 grayscale PCA,23,0.5,0.22,0.321561938791956,0.48765948078681154,0.2026645341812601,0.6065568853975074,0.6155071713073608,0.01495434434975068
CIFAR-10 grayscale PCA,37,0.5,0.22,0.3235448123997165,0.4825357430804937,0.2135102240456043,0.5925703314346059,0.5671166671869095,0.022311159900736795
CIFAR-10 grayscale PCA,47,0.5,0.22,0.33721679629300505,0.5004313346367947,0.2075443980136592,0.6301037329161405,0.6199571175602824,0.017747149888878967
CIFAR-10 grayscale PCA,59,0.5,0.22,0.3155356477873085,0.5052318649354199,0.2086989171936203,0.6120685955291082,0.5956421595152496,0.011485682323841827
CIFAR-10 grayscale PCA,11,0.5,0.3,0.33933943405777417,0.5016215849086744,0.2082540516873224,0.6327069672791261,0.6727025272069261,0.015458027967495229
CIFAR-10 grayscale PCA,23,0.5,0.3,0.322201938791956,0.49821948078681155,0.20954453418126012,0.6108768853975075,0.6766271713073608,0.014762344349750682
CIFAR-10 grayscale PCA,37,0.5,0.3,0.3241848123997165,0.4930957430804937,0.22039022404560432,0.5968903314346059,0.6282366671869095,0.022119159900736797
CIFAR-10 grayscale PCA,47,0.5,0.3,0.33785679629300513,0.5109913346367947,0.21442439801365923,0.6344237329161406,0.6810771175602824,0.01755514988887897
CIFAR-10 grayscale PCA,59,0.5,0.3,0.31617564778730856,0.51579186493542,0.21557891719362032,0.6163885955291082,0.6567621595152496,0.01129368232384183
CIFAR-10 grayscale PCA,11,0.5,0.4,0.3248394340577742,0.4986215849086743,0.22675405168732238,0.5967069672791261,0.7167025272069261,0.01305802796749523
CIFAR-10 grayscale PCA,23,0.5,0.4,0.30770193879195606,0.49521948078681144,0.2280445341812601,0.5748768853975074,0.7206271713073608,0.012362344349750682
CIFAR-10 grayscale PCA,37,0.5,0.4,0.30968481239971657,0.4900957430804936,0.2388902240456043,0.5608903314346059,0.6722366671869094,0.019719159900736798
CIFAR-10 grayscale PCA,47,0.5,0.4,0.3233567962930052,0.5079913346367946,0.23292439801365922,0.5984237329161406,0.7250771175602824,0.01515514988887897
CIFAR-10 grayscale PCA,59,0.5,0.4,0.3016756477873086,0.5127918649354198,0.2340789171936203,0.5803885955291082,0.7007621595152496,0.00889368232384183
CIFAR-10 grayscale PCA,11,0.75,0.0,0.2928390739004224,0.4282341433210355,0.22035444360702616,0.5007187736144317,0.3108225555339783,0.017694004686000943
CIFAR-10 grayscale PCA,23,0.75,0.0,0.27612254834289246,0.4288166266184535,0.2182799761960667,0.48665919876527924,0.2946172954211562,0.010711283300090396
CIFAR-10 grayscale PCA,37,0.75,0.0,0.254425764908355,0.40984443960181,0.21071166615209944,0.4535585383580655,0.3104190927922094,0.0050603235089544405
CIFAR-10 grayscale PCA,47,0.75,0.0,0.2794142883872088,0.4082375455265827,0.23955209705801794,0.44809973685577353,0.33074353925899125,0.011725541106531116
CIFAR-10 grayscale PCA,59,0.75,0.0,0.26763983905896555,0.44068677819083757,0.2177706729392242,0.49055594431057886,0.24695437385401847,0.015527775804770043
CIFAR-10 grayscale PCA,11,0.75,0.03,0.3055740739004224,0.4454241433210355,0.21484944360702615,0.5361487736144318,0.3602025555339783,0.019386004686000942
CIFAR-10 grayscale PCA,23,0.75,0.03,0.28885754834289246,0.4460066266184535,0.2127749761960667,0.5220891987652794,0.3439972954211562,0.012403283300090395
CIFAR-10 grayscale PCA,37,0.75,0.03,0.267160764908355,0.42703443960181003,0.20520666615209943,0.4889885383580656,0.3597990927922094,0.0067523235089544395
CIFAR-10 grayscale PCA,47,0.75,0.03,0.29214928838720877,0.42542754552658274,0.23404709705801793,0.4835297368557736,0.3801235392589912,0.013417541106531115
CIFAR-10 grayscale PCA,59,0.75,0.03,0.28037483905896554,0.4578767781908376,0.2122656729392242,0.525985944310579,0.29633437385401845,0.017219775804770042
CIFAR-10 grayscale PCA,11,0.75,0.06,0.3167790739004224,0.46099414332103544,0.21033444360702616,0.5674387736144317,0.4063425555339783,0.02086200468600094
CIFAR-10 grayscale PCA,23,0.75,0.06,0.3000625483428925,0.46157662661845344,0.2082599761960667,0.5533791987652792,0.3901372954211562,0.013879283300090396
CIFAR-10 grayscale PCA,37,0.75,0.06,0.278365764908355,0.44260443960180995,0.20069166615209943,0.5202785383580655,0.4059390927922094,0.00822832350895444
CIFAR-10 grayscale PCA,47,0.75,0.06,0.3033542883872088,0.44099754552658266,0.22953209705801794,0.5148197368557735,0.42626353925899124,0.014893541106531117
CIFAR-10 grayscale PCA,59,0.75,0.06,0.29157983905896556,0.4734467781908375,0.2077506729392242,0.5572759443105788,0.34247437385401847,0.018695775804770044
CIFAR-10 grayscale PCA,11,0.75,0.1,0.3293390739004224,0.4792341433210355,0.20585444360702618,0.6027187736144317,0.4628225555339783,0.02249400468600094
CIFAR-10 grayscale PCA,23,0.75,0.1,0.31262254834289244,0.4798166266184535,0.20377997619606672,0.5886591987652793,0.4466172954211562,0.015511283300090396
CIFAR-10 grayscale PCA,37,0.75,0.1,0.290925764908355,0.46084443960181,0.19621166615209945,0.5555585383580655,0.4624190927922094,0.009860323508954442
CIFAR-10 grayscale PCA,47,0.75,0.1,0.31591428838720875,0.4592375455265827,0.22505209705801796,0.5500997368557735,0.4827435392589912,0.01652554110653112
CIFAR-10 grayscale PCA,59,0.75,0.1,0.3041398390589655,0.49168677819083756,0.2032706729392242,0.5925559443105789,0.39895437385401844,0.02032777580477004
CIFAR-10 grayscale PCA,11,0.75,0.15,0.3412140739004224,0.49798414332103547,0.20272944360702616,0.6364687736144317,0.5253225555339783,0.02399400468600094
CIFAR-10 grayscale PCA,23,0.75,0.15,0.32449754834289246,0.49856662661845347,0.2006549761960667,0.6224091987652791,0.5091172954211561,0.017011283300090392
CIFAR-10 grayscale PCA,37,0.75,0.15,0.302800764908355,0.47959443960181,0.19308666615209943,0.5893085383580655,0.5249190927922094,0.01136032350895444
CIFAR-10 grayscale PCA,47,0.75,0.15,0.3277892883872088,0.4779875455265827,0.22192709705801794,0.5838497368557735,0.5452435392589913,0.018025541106531116
CIFAR-10 grayscale PCA,59,0.75,0.15,0.31601483905896555,0.5104367781908375,0.2001456729392242,0.626305944310579,0.46145437385401844,0.02182777580477004
CIFAR-10 grayscale PCA,11,0.75,0.22,0.3506990739004224,0.5166741433210356,0.20297444360702616,0.6643987736144317,0.5977025555339783,0.02508600468600094
CIFAR-10 grayscale PCA,23,0.75,0.22,0.3339825483428924,0.5172566266184535,0.2008999761960667,0.6503391987652792,0.5814972954211561,0.01810328330009039
CIFAR-10 grayscale PCA,37,0.75,0.22,0.31228576490835497,0.49828443960181,0.19333166615209943,0.6172385383580656,0.5972990927922094,0.012452323508954439
CIFAR-10 grayscale PCA,47,0.75,0.22,0.33727428838720874,0.4966775455265827,0.22217209705801794,0.6117797368557736,0.6176235392589913,0.019117541106531116
CIFAR-10 grayscale PCA,59,0.75,0.22,0.3254998390589655,0.5291267781908376,0.2003906729392242,0.654235944310579,0.5338343738540184,0.02291977580477004
CIFAR-10 grayscale PCA,11,0.75,0.3,0.3513390739004224,0.5272341433210356,0.20985444360702618,0.6687187736144318,0.6588225555339784,0.02489400468600094
CIFAR-10 grayscale PCA,23,0.75,0.3,0.33462254834289246,0.5278166266184536,0.20777997619606672,0.6546591987652793,0.6426172954211562,0.017911283300090394
CIFAR-10 grayscale PCA,37,0.75,0.3,0.312925764908355,0.5088444396018101,0.20021166615209945,0.6215585383580657,0.6584190927922094,0.012260323508954441
CIFAR-10 grayscale PCA,47,0.75,0.3,0.33791428838720877,0.5072375455265827,0.22905209705801796,0.6160997368557736,0.6787435392589913,0.018925541106531118
CIFAR-10 grayscale PCA,59,0.75,0.3,0.32613983905896554,0.5396867781908377,0.20727067293922422,0.6585559443105791,0.5949543738540185,0.02272777580477004
CIFAR-10 grayscale PCA,11,0.75,0.4,0.33683907390042245,0.5242341433210355,0.22835444360702617,0.6327187736144317,0.7028225555339783,0.02249400468600094
CIFAR-10 grayscale PCA,23,0.75,0.4,0.3201225483428925,0.5248166266184535,0.2262799761960667,0.6186591987652792,0.6866172954211561,0.015511283300090396
CIFAR-10 grayscale PCA,37,0.75,0.4,0.29842576490835504,0.50584443960181,0.21871166615209944,0.5855585383580656,0.7024190927922094,0.009860323508954442
CIFAR-10 grayscale PCA,47,0.75,0.4,0.3234142883872088,0.5042375455265826,0.24755209705801795,0.5800997368557735,0.7227435392589913,0.01652554110653112
CIFAR-10 grayscale PCA,59,0.75,0.4,0.3116398390589656,0.5366867781908375,0.2257706729392242,0.622555944310579,0.6389543738540184,0.02032777580477004
CIFAR-10 grayscale PCA,11,1.0,0.0,0.2776238261444094,0.40579355799459754,0.23291390417876867,0.4505034799602383,0.2779441150408119,0.008992157126241634
CIFAR-10 grayscale PCA,23,1.0,0.0,0.27986137991075594,0.4109594305675498,0.22206780545127675,0.46875300502702905,0.32062033309739163,0.008276179288260804
CIFAR-10 grayscale PCA,37,1.0,0.0,0.2807527912811424,0.40262742984826483,0.21898893084767826,0.464391290281729,0.3108697505168277,-0.0012289215979185125
CIFAR-10 grayscale PCA,47,1.0,0.0,0.2707556227767914,0.4176553085620533,0.220631360540941,0.46777957079790367,0.2816497347067962,0.009121207109090756
CIFAR-10 grayscale PCA,59,1.0,0.0,0.279797775976573,0.4156078883815734,0.212112197037575,0.48329346732057143,0.3016065808164514,0.012922691600371707
CIFAR-10 grayscale PCA,11,1.0,0.03,0.29035882614440933,0.4229835579945976,0.22740890417876866,0.4859334799602383,0.3273241150408119,0.010684157126241633
CIFAR-10 grayscale PCA,23,1.0,0.03,0.2925963799107559,0.42814943056754984,0.21656280545127674,0.5041830050270291,0.3700003330973916,0.009968179288260803
CIFAR-10 grayscale PCA,37,1.0,0.03,0.29348779128114233,0.41981742984826487,0.21348393084767825,0.49982129028172895,0.36024975051682767,0.0004630784020814866
CIFAR-10 grayscale PCA,47,1.0,0.03,0.2834906227767913,0.43484530856205333,0.215126360540941,0.5032095707979036,0.3310297347067962,0.010813207109090756
CIFAR-10 grayscale PCA,59,1.0,0.03,0.29253277597657296,0.43279788838157346,0.206607197037575,0.5187234673205714,0.3509865808164514,0.014614691600371706
CIFAR-10 grayscale PCA,11,1.0,0.06,0.30156382614440935,0.4385535579945975,0.22289390417876867,0.5172234799602382,0.3734641150408119,0.012160157126241635
CIFAR-10 grayscale PCA,23,1.0,0.06,0.3038013799107559,0.44371943056754976,0.21204780545127674,0.5354730050270289,0.4161403330973916,0.011444179288260805
CIFAR-10 grayscale PCA,37,1.0,0.06,0.30469279128114235,0.4353874298482648,0.20896893084767826,0.5311112902817288,0.4063897505168277,0.0019390784020814882
CIFAR-10 grayscale PCA,47,1.0,0.06,0.29469562277679134,0.45041530856205325,0.210611360540941,0.5344995707979037,0.3771697347067962,0.012289207109090757
CIFAR-10 grayscale PCA,59,1.0,0.06,0.303737775976573,0.4483678883815734,0.202092197037575,0.5500134673205713,0.3971265808164514,0.016090691600371708
CIFAR-10 grayscale PCA,11,1.0,0.1,0.31412382614440937,0.45679355799459753,0.2184139041787687,0.5525034799602382,0.42994411504081187,0.013792157126241635
CIFAR-10 grayscale PCA,23,1.0,0.1,0.3163613799107559,0.4619594305675498,0.20756780545127676,0.570753005027029,0.4726203330973916,0.013076179288260804
CIFAR-10 grayscale PCA,37,1.0,0.1,0.31725279128114237,0.4536274298482648,0.20448893084767827,0.566391290281729,0.46286975051682766,0.003571078402081488
CIFAR-10 grayscale PCA,47,1.0,0.1,0.30725562277679136,0.4686553085620533,0.20613136054094103,0.5697795707979035,0.4336497347067962,0.013921207109090757
CIFAR-10 grayscale PCA,59,1.0,0.1,0.316297775976573,0.4666078883815734,0.19761219703757502,0.5852934673205714,0.4536065808164514,0.01772269160037171
CIFAR-10 grayscale PCA,11,1.0,0.15,0.32599882614440934,0.4755435579945975,0.21528890417876867,0.5862534799602381,0.49244411504081187,0.015292157126241632
CIFAR-10 grayscale PCA,23,1.0,0.15,0.3282363799107559,0.4807094305675498,0.20444280545127674,0.6045030050270288,0.5351203330973916,0.014576179288260802
CIFAR-10 grayscale PCA,37,1.0,0.15,0.32912779128114233,0.4723774298482648,0.20136393084767826,0.6001412902817289,0.5253697505168277,0.005071078402081486
CIFAR-10 grayscale PCA,47,1.0,0.15,0.31913062277679133,0.4874053085620533,0.203006360540941,0.6035295707979036,0.4961497347067962,0.015421207109090755
CIFAR-10 grayscale PCA,59,1.0,0.15,0.32817277597657296,0.4853578883815734,0.194487197037575,0.6190434673205714,0.5161065808164514,0.019222691600371707
CIFAR-10 grayscale PCA,11,1.0,0.22,0.3354838261444093,0.4942335579945975,0.21553390417876866,0.6141834799602381,0.5648241150408119,0.01638415712624163
CIFAR-10 grayscale PCA,23,1.0,0.22,0.33772137991075585,0.49939943056754976,0.20468780545127674,0.6324330050270289,0.6075003330973916,0.0156681792882608
CIFAR-10 grayscale PCA,37,1.0,0.22,0.3386127912811423,0.4910674298482648,0.20160893084767825,0.6280712902817288,0.5977497505168277,0.006163078402081485
CIFAR-10 grayscale PCA,47,1.0,0.22,0.3286156227767913,0.5060953085620532,0.203251360540941,0.6314595707979036,0.5685297347067961,0.016513207109090752
CIFAR-10 grayscale PCA,59,1.0,0.22,0.3376577759765729,0.5040478883815733,0.194732197037575,0.6469734673205711,0.5884865808164514,0.020314691600371707
CIFAR-10 grayscale PCA,11,1.0,0.3,0.3361238261444094,0.5047935579945975,0.2224139041787687,0.6185034799602381,0.6259441150408119,0.016192157126241634
CIFAR-10 grayscale PCA,23,1.0,0.3,0.33836137991075593,0.5099594305675498,0.21156780545127676,0.636753005027029,0.6686203330973917,0.015476179288260804
CIFAR-10 grayscale PCA,37,1.0,0.3,0.3392527912811424,0.5016274298482648,0.20848893084767828,0.6323912902817289,0.6588697505168277,0.005971078402081487
CIFAR-10 grayscale PCA,47,1.0,0.3,0.3292556227767914,0.5166553085620532,0.21013136054094103,0.6357795707979036,0.6296497347067962,0.016321207109090755
CIFAR-10 grayscale PCA,59,1.0,0.3,0.338297775976573,0.5146078883815733,0.20161219703757502,0.6512934673205713,0.6496065808164515,0.02012269160037171
